elementName,score,nbOfSongs
"Brian Czernikowski","1006",3
"Faseeh","1005.8333333333334",6
"Kozo Nakamura, Tomoya Tomita, Kenichi Matsubara, Yoshinori Sasaki, Satoko Minami, Kenichiro Fukui","1005.7647058823529",17
"Daisuke Ishiwatari, Norichika Sato","1005.7368421052631",19
"djpretzel","1005.7051282051282",78
"Jake Kaufman (virt)","1005.6909722222222",288
"Kenichiro Fukui","1005.6",15
"R-MEGA","1005.5384615384615",13
"Tomohito Nishiura","1005.4727272727273",55
"Blue Magic","1005.4666666666667",15
"StereoPixel","1005.4",5
"Ryota Koduka","1005.1666666666666",12
"Emunator","1005.1578947368421",19
"Rellik","1005.1428571428571",7
"Orkybash","1005.1",10
"SAVESTATES","1005.0212765957447",47
"Reyn Ouwehand","1005",18
"Tadashi Ikegami","1004.75",4
"Hyakutaro Tsukumo","1004.72",25
"The Megas","1004.6964285714286",56
"coda","1004.6774193548387",31
"Konami Kukeiha Club","1004.5",104
"Kammo64","1004.5",2
"Andrew Filipski","1004.5",4
"Midee","1004.5",2
"BogusRed","1004.5",4
"dai","1004.5",2
"Natsu System","1004.5",2
"Atsushi Tomita","1004.5",2
"The Reign Of Kindo","1004.5",2
"Vylent","1004.5",2
"Tatsuya Yano","1004.5",2
"E-Bison","1004.5",6
"Tyler Gonelli","1004.5",2
"Yoshitaka Suzuki, Shota Nakama","1004.5",2
"Yuji Masubuchi","1004.5",2
"Takao Kawana","1004.5",2
"Yui Morishita","1004.5",2
"Blue Wisp, Aptiva","1004.5",2
"BR1GHT PR1MATE","1004.5",2
"Careless","1004.5",2
"Sarah Àlainn","1004.5",2
"sylcmyk","1004.5",2
"Tomoko Morita","1004.4444444444445",18
"Miki Higashino","1004.3571428571429",42
"Magellanic","1004",7
"GlitchxCity","1004",16
"DJ MAX-E","1003.9629629629629",27
"Dale North","1003.875",40
"Tomoya Ohtani","1003.8648648648649",37
"Random Encounter","1003.7941176470588",34
"Eijiro Nakagawa, Ryu Kawamura","1003.75",12
"Hidenori Shoji","1003.7142857142857",35
"LuIzA","1003.6666666666666",6
"Yasuyuki Nagata","1003.6",5
"Tomoya Ohtani, Takahito Eguchi","1003.6",5
"Steffan Andrews","1003.6",5
"Russell Brower, Neal Acree, Sam Cardon, Edo Guidotti, Jeremy Soule","1003.6",5
"flashygoodness, RESOFORCE","1003.6",5
"Garpocalypse","1003.6",5
"Yffisch","1003.5",4
"Doni","1003.4642857142857",28
"Michiya Hirasawa","1003.375",8
"Malukah","1003.3333333333334",3
"Eminence","1003.2727272727273",11
"Steven Melin","1003",9
"Yuka Tsujiyoko, Masaya Kuzume, Masaru Tajima","1003",3
"Mika Matsuura","1003",9
"James Hannigan","1003",15
"Neil D. Voss","1003",3
"Nymano","1003",3
"Daniel Schraer","1003",3
"Blake Perdue","1003",3
"Evan Pattison","1003",3
"DJ EAR","1003",3
"Takegorou Kobayashi","1003",3
"Vic Viper","1002.952380952381",21
"LukHash","1002.8571428571429",63
"The Vagrance","1002.6666666666666",3
"Soleviio","1002.6470588235294",17
"Hiroki Morishita","1002.5714285714286",7
"Glitch Kibbitz","1002.5714285714286",7
"Cory Johnson","1002.4516129032259",31
"Norrin_Radd","1002.4166666666666",12
"Jorito","1002.2727272727273",11
"Luis Vasquez","1002.25",4
"ShaKe Elite","1002.25",4
"Knight of the Round","1002.1176470588235",17
"Yuki Iwai","1002.1153846153846",26
"Bak.R","1002.0769230769231",13
"Yoshino Aoki, Taro Iwashiro","1001.8333333333334",6
"goat","1001.8181818181819",11
"Josh Barron","1001.8",5
"Nigel Simmons","1001.8",5
"Michael Hoffmann","1001.8",5
"Ken Nakagawa","1001.7794117647059",68
"Hiroyuki Sawano","1001.7272727272727",11
"YMCK","1001.7058823529412",17
"Petriform","1001.6875",16
"Danimal Cannon, Zef","1001.6",5
"Akihiro Juichiya, Tomoya Tomita","1001.5",6
"Koji Kondo, Koichi Sugiyama","1001.5",12
"Motoi Sakuraba, Shinji Tamura, Ryota Furuya","1001.4705882352941",17
"SlashBib","1001.2857142857143",7
"8 Bit Weapon","1001.2307692307693",13
"Yuji Ohno","1001.1666666666666",6
"Hashel05","1001.125",8
"minusworld","1001",2
"n00bstar","1000.8181818181819",22
"Lyn, Yumi Kawamura, Shihoko Hirata,  Lotus Juice","1000.75",12
"Bad Dudes","1000.75",12
"Keiichi Suzuki, Hirokazu Tanaka","1000.5714285714286",14
"BeeZerk","1000.5",2
"Dev","1000.5",2
"Manabu Namiki","1000.1282051282051",39
"8 Bit Instrumental","1000.0238095238095",42
"sephfire","1000",8
"Atsuki Yoshida","1000",10
"Mutherpluckin' B","1000",17
"DJ MetaZero","1000",3
"I Set My Pixels On Fire","1000",4
"xylo, Wiklund","1000",3
"Takuya Uchikado","1000",16
"Lucas Guimaraes","1000",5
"POCKETMAN","1000",2
"JustChris","1000",4
"Tenpei Sato, Serena","1000",2
"Dizcrybe","1000",5
"Allister Brimble","1000",3
"William Carlos Reyes","1000",2
"Flanders Symphony Orchestra, Dirk Brosse","1000",18
"KatamariParadox","1000",2
"Retro Game Remix","1000",7
"Midioker","1000",2
"KoheeanBand","1000",9
"Aoki Katsumata","1000",2
"Konami Kukeiha Club, Takahiro Izutani","1000",3
"Unknown","1000",3
"R3FORGED","1000",2
"Matthew Harnage","1000",2
"Skull","1000",3
"Joshua (Ristar)","1000",2
"Another Soundscape","1000",2
"Kureejii Lea, David L. Puga","1000",2
"AMT","1000",3
"Joseph Eidson","1000",2
"Masaru Setsumaru","1000",2
"Masayoshi Soken, Kenichi Kuroda","1000",3
"Go Shiina, Maki Watabe","1000",2
"SkyRiderX","1000",2
"Sam Bobinski","1000",3
"Joanne Moo","1000",3
"Dr.RD","1000",3
"Nana Mizuki","1000",2
"Amanda Lepre","1000",2
"Best Dude 55","1000",2
"Kristin Naigus","1000",2
"billysk8r","1000",2
"undefined","999.8125",48
"Naoshi Mizuta","999.5952380952381",42
"Auxcide","999.4938271604939",81
"d0d0","999.3333333333334",3
"Tugboat","999.3076923076923",13
"Descendants of Erdrick","999.2692307692307",26
"Kristofer Maddigan","999.1428571428571",21
"Yuya Mori","999.0588235294117",17
"[erka:es]","999",15
"Masami Ueda","998.9444444444445",18
"Kirikiri-Chan, Naoshi Mizuta, Akari Kaida","998.875",8
"Doctor Octoroc","998.7142857142857",7
"Sole Signal","998.6190476190476",21
"Akihiko Mori","998.5384615384615",26
"Peter McConnell","998.5142857142857",35
"Matheus Manente","998.5",6
"Daniel Romberger","998.5",6
"Hayato Sonoda, Takahiro Unisuga, Ryo Takeshita, Yukihiro Jindo","998.4545454545455",11
"Masahiko Yoshimura","998.3636363636364",11
"Justin Thornburgh","998.3125",16
"OceansAndrew","998.25",32
"Masafumi Takada","998.1538461538462",39
"Hidenori Maezawa, Motoaki Furukawa","998.1",10
"This Place is Haunted","998",18
"Harry Mack","998",9
"Takashi Horiguchi","998",8
"Steve Jablonsky","997.9166666666666",12
"Corran","997.75",4
"Charles Ritz","997.75",4
"Harmony","997.75",4
"General Offensive","997.75",4
"SharpRainMusic","997.75",4
"Mark Autumn","997.75",4
"J64","997.75",4
"Gario","997.56",25
"Minako Adachi","997.5116279069767",43
"PsyNES","997.5",6
"Patrick Phelan","997.5",4
"DM DOKURO","997.3529411764706",17
"gyms","997.3333333333334",3
"Tomoko Sasaki, Fumie Kumatani, Naofumi Hataya","997.3",10
"Camerica","997.2",5
"Katsuya Yamano","997.0833333333334",12
"Takuya Yasuda","997.0555555555555",18
"2 Players for Life","997",3
"Koji Kondo, Soichi Noriki","997",6
"Andrew Lim","997",3
"Maxo","997",3
"NyxTheShield","997",3
"Sir Telias","997",3
"Harjawaldar","997",3
"Will Buck","997",3
"Ro Panuganti","996.92",50
"Txai","996.8181818181819",11
"Stephen Rippy","996.8125",16
"Binster","996.7777777777778",9
"The Protomen","996.625",8
"lazygecko","996.5625",16
"Quarter Circle Jab","996.40625",32
"Kidd Cabbage","996.4",5
"Alex James","996.4",5
"Shoichiro Sakamoto","996.3333333333334",3
"Clint Bajakian","996.2857142857143",7
"Isao Kasai, Tomohiko Satou","996.2857142857143",7
"Junichiro Kaneda, Ayako Nishigaki","996.2",5
"Junya Nakano","996.1666666666666",18
"ThePlasmas","996.0985915492957",142
"DCT","996",7
"Johnatron","996",4
"Palcom","996",2
"Justin Levine","996",2
"Keisuke Ito, Yasuhiro Kawagoe","995.8333333333334",6
"Kumi Tanioka","995.5952380952381",42
"Skip Cloud","995.5",6
"ladyWildfire","995.5",2
"Hideaki Kobayashi, Fumie Kumatani","995.5",6
"Subliminal Labs","995.5",2
"Shusei Murai, Tsamu Ohashi","995.5",2
"Chris Holland","995.5",12
"YPOI","995.5",2
"VGR","995.5",2
"Dr. Fruitcake","995.5",2
"Tero Hilpinen, Toni Hilpinen","995.5",4
"Ro Panuganti, David Russell","995.5",2
"Josh Whelchel, Melinda Hershey, Poolside","995.5",2
"Miku","995.5",2
"transquillo","995.5",2
"Chris ~ Amaterasu, Doc Nano","995.5",2
"WASi303","995.5",2
"Chikusho Sound Team","995.5",2
"DjChako","995.5",2
"The Gamba Geek","995.5",2
"ThunderScott","995.5",2
"MB","995.5",2
"Matthew Walker","995.5",2
"Nightswim","995.5",2
"SonicHyuga","995.5",2
"I Set My Pixels On Fire, bubu","995.5",2
"Multiplayer Charity","995.5",2
"Songe","995.5",2
"mellogear, Mustin","995.5",2
"Chris ~ Amaterasu","995.5",2
"JABBERLOOP","995.5",2
"garlagan","995.5",2
"Flying Knee","995.5",2
"StyrofoamShotgun","995.5",2
"Craig Matterson","995.5",2
"RebeccaETripp, Nabeel Ansari","995.5",2
"Audiomancer","995.5",2
"doooo","995.5",2
"nervous_testpilot","995.2777777777778",18
"Year 200X","995.2",15
"Sean Bialo (CosmicGem)","995.1428571428571",7
"Sakai Naoe, Yutaka Hayashi, Takao Ogi","995.1",10
"Michiru Yamane, Keiko Fukami, Masahiko Kimura","995.0909090909091",11
"k-wix","995.0769230769231",26
"Salamander Factory","995.05",20
"Masahiro Ikariko, Mutsuhiko Izumi, Motoaki Furukawa, Michiru Yamane, Yuji Takenouchi, Harumi Ueko, Yuko Kurahashi, Tomoya Tomita, Tsuyoshi Sekito, Kazuhiko Uehara","995.05",20
"Chris Abbott","995",2
"Dacian Grada","995",9
"Protricity","994.9032258064516",31
"Tokyo Philharmonic Orchestra","994.8793103448276",58
"EXCELSIA","994.8571428571429",7
"Dinnick the 3rd","994.8571428571429",7
"Shusaku Uchiyama, Makoto Tomozawa","994.6",5
"Paul Gadbois, David Delia, Brad Scott Gish, Howard Drossin","994.6",5
"Mairiba","994.6",10
"The Primals","994.6",5
"Christophe Héral","994.5263157894736",19
"Drakeld","994.375",8
"Kenta Higashiohji","994.2222222222222",9
"Kazunaka Yamane","994.1578947368421",19
"Stewart Copeland","994.047619047619",21
"John Debney","994",6
"Greg","994",3
"Awesome-A","994",3
"Jonah Senzel","994",3
"Arc Impulse","994",3
"starRo","994",3
"Densle","994",3
"Metal Man","994",3
"Dominic Ninmark","994",3
"Daniel Woodyer","994",3
"Peach","994",3
"Ailsean","993.8636363636364",22
"Ante","993.7",10
"Koichi Sugiyama","993.6764705882352",102
"Braxton Burks","993.629213483146",89
"Yoann Turpin","993.6071428571429",28
"Mozzaratti","993.5714285714286",7
"José the Bronx Rican","993.5454545454545",22
"Renegade Kid","993.375",8
"The Orichalcon","993.2941176470588",17
"Tatsuyuki Maeda, Yutaka Minobe","993.25",4
"Mesmonium","993.25",4
"Takashi Tateishi, Yoshiyuki Hagiwara","993.25",4
"Laura Platt","993.25",4
"Chris Kohler","993.25",4
"Avaruussaha","993.25",4
"Hayato Asano","993.15625",32
"XPRTNovice","993.0769230769231",13
"CarboHydroM","993.0350877192982",57
"Ari Pulkkinen","993",15
"Minako Adachi,Shigeki Hayashi","993",9
"Fxsnowy","993",4
"Yoshino Aoki","992.8979591836735",49
"Theory of N","992.875",16
"Mykah","992.8",5
"SnappleMan, norg, Captain Finbeard","992.8",5
"Slime Girls","992.75",4
"Takeshi Abo, Chiyomaru Shikura, Toshimichi Isoe, Kanji Saito","992.6086956521739",23
"Koji Hayama, Hayato Matsuo","992.5",6
"Dubmood","992.5",12
"Shibayan","992.5",6
"Christian Pacaud","992.5",12
"Matt Furniss","992.4615384615385",13
"Kou Ogata","992.2857142857143",7
"4sk","992.2857142857143",7
"Goemon Production Committee","992.125",8
"Earth Kid","991.9",10
"Cyril the Wolf","991.9",10
"Manami Matsumae","991.8139534883721",43
"TOSE","991.7777777777778",27
"Simon Viklund","991.5833333333334",12
"Keiki Kobayashi","991.5555555555555",36
"Ryuji Iuchi","991.5",2
"ZiSotto","991.5",2
"TaQ","991.5",2
"Konami Kukeiha Club, Hiroki Koga","991.5",2
"David Wise, Grant Kirkhope, Matt Griffin, Dan Murdoch","991.4285714285714",21
"Noriko Nishizaka","991.3636363636364",22
"LXE","991.3333333333334",3
"ZackParrish","991.2",20
"Stuart Chatwood","991.1",10
"zykO","991.0588235294117",17
"Kenichi Tsuchiya","991",7
"Tim Forsyth","991",2
"Takahiro Eguchi","991",5
"Great Nakamura","991",7
"LEAF XCEED Music Division","991",5
"Hat","991",4
"Ryo Takeshita","991",3
"Earthbound Papas","991",3
"Yumi Kawamura","991",6
"Kasumi Oga","991",4
"Hemophiliac","991",10
"John Michael Hunt","991",2
"Entertainment System, The Megas","991",2
"TQ-Jam","991",2
"Standby","991",2
"Gamer of the Winds","991",4
"Matt Pollard","991",2
"Spheres of Chaos","991",3
"mobius","991",3
"Kelly Andrew","991",2
"Yes‚ Mayhem","991",3
"Junko Shiratsu","991",2
"Brandon Strader, Usa","991",2
"Hyper Potions","991",3
"David Peacock","991",2
"Ralfington","991",2
"Sam English","991",2
"Project Genesis","991",2
"John Robert Matz","991",2
"Zach Kohlmeier","991",2
"xMEIYIN, GuitarSVD","991",2
"Obtuse","991",2
"prophetik music","990.9333333333333",30
"S.S.T. Band","990.6896551724138",29
"Lemonectric","990.5833333333334",48
"Noriyuki Kamikura","990.5",30
"Toshiyuki Sudo, Megumi Inoue","990.3076923076923",13
"Joshua Morse","990.2738095238095",84
"Keiichi Oku","990.25",12
"Youchi Iwata, Kaoru Okada","990.1818181818181",11
"Hiroki Koga","990.1",10
"GrayLightning","990",16
"Justin Scharvona, Karin Griffin, Martin Gwynn Jones","989.875",8
"G.K","989.875",8
"Orie Falconer","989.8571428571429",7
"Yasuaki Fujita, Yoko Shimomura, Minae Fujii, Mari Yamaguchi","989.7142857142857",14
"Masashi Kageyama","989.7142857142857",14
"Neon X","989.7142857142857",7
"Masanori Akita","989.5454545454545",11
"Keiji Yamagishi, Mikio Saito, Mayuko Okamura","989.5294117647059",17
"Israfel","989.5",6
"Daisuke Shinoda","989.5",6
"Masami Ueda, Hiroshi Yamaguchi, Rei Kondoh","989.375",8
"Sean Schafianski","989.3333333333334",21
"Tokyo Philharmonic Orchestra, Tomomichi Takeoka","989.2",5
"Austin Hart","989.2",5
"Minako Adachi, Go Ichinose","989.1818181818181",11
"Rayza","989.15",20
"Mitsuharu Fukuyama","989",4
"dif-ref","989",4
"Falcom Sound Team jdk","988.7882882882883",222
"Wizwars","988.75",8
"Wiesty, The OC Jazz Collective","988.75",8
"Hiroyuki Nakayama","988.6363636363636",22
"JohnStacy","988.5714285714286",7
"Joelle","988.3333333333334",3
"Tomoya Tomita","988.3243243243244",37
"Jonathan Geer","988.1666666666666",6
"Arne Hörberg","988.1666666666666",6
"Xenon Odyssey","988.1578947368421",19
"Takashi Kumegawa, Yoshio Hirai","988.1578947368421",19
"Thomas Happ","988.125",8
"Chronodin","988",3
"LindsayAnne Pepper","988",3
"Moomba","988",3
"Tibonev","988",3
"Kreton","988",3
"Skill Tree","988",3
"Norihiko Hibino, Kazuki Muraoka","987.75",8
"Nutritious","987.7142857142857",28
"Ryu Kawamura","987.6666666666666",24
"DS","987.6",5
"Daniel Capo","987.6",5
"Console Crusaders","987.5714285714286",42
"Tsukasa Masuko, T's Music","987.5384615384615",13
"František Fuka (Fuxoft)","987.4",10
"Sebastian Mårtensson","987.4",5
"Christian Linke","987.4",5
"Kenji Kawai","987.4",5
"Katsuro Tajima","987.4",5
"Seiichi Takamoto","987.2857142857143",7
"Makeup and Vanity Set","987.2",5
"Tomoya Tomita, Misaki Asada","987.1739130434783",23
"Shawn Daley","987",9
"Tor Linløkken","987",2
"Franz Keller","987",2
"Andrew Hulshult","986.9090909090909",11
"Ben Landis","986.8888888888889",9
"Mazedude","986.8695652173913",92
"Wayne Strange","986.75",4
"Akihito Ohkawa","986.6",10
"Josh Whelchel","986.5555555555555",9
"Takumi Naramura, Houryu Samejima","986.5555555555555",36
"Nostalvania","986.55",20
"Emunator, Hotline Sehwani","986.5",2
"TmX","986.5",2
"Yoshitaka Suzuki","986.5",6
"Brenton Kossak & Blaine McGurty","986.5",2
"nano","986.5",2
"Ubik","986.5",2
"Azusa Chiba, Masaharu Iwata, Kimihiro Abe","986.5",4
"Chris Nordgren","986.5",2
"Yuji Toriyama","986.5",2
"y0c1e","986.5",2
"Robokabuto","986.5",2
"wolfman1405","986.5",2
"Hugo Junstrand","986.5",4
"BlackearacheXD","986.5",2
"Gaspode, Niki Yaghmaee","986.5",2
"Coffee-Break","986.5",2
"Risa Oki","986.5",2
"Noriyuki Kamikura, Falcom Sound Team jdk","986.5",2
"Capcom, Keiki Kobayashi","986.5",2
"III, Ryo Kawakami","986.5",2
"nestengu","986.5",2
"Chris Hülsbeck","986.3928571428571",28
"Rukunetsu","986.3333333333334",3
"Cabel Sasser","986.304347826087",23
"Jeremy Soule","986.3",20
"bjulin, Martin Schioeler, Manfred Linzner","986.2",15
"Rushjet1","986.1818181818181",11
"Malcos","986.1612903225806",31
"Sukezo Ouyama, Ryoue Takagi","986.1333333333333",15
"Masaharu Iwata","986.125",24
"Skrypnyk","986.1",10
"Yoko Shimomura, Natsumi Kameoka","986",9
"Emi Shimizu","986",7
"Hiroyuki Namba, Yajuh-Ohkoku","986",9
"Mikel","985.9375",16
"Disturbed","985.8",5
"Jack Wall","985.7647058823529",17
"Dhsu","985.6875",16
"Keiko","985.6875",32
"yoshio","985.6",5
"Minae Fujii, Akihiro Akamatsu, Sachiko Oita","985.5714285714286",14
"Yuka Tsujiyoko","985.3714285714286",35
"U2 Akiyama","985.3684210526316",19
"Hiroyuki Iwatsuki","985.3333333333334",33
"Kohei Tanaka","985.2777777777778",18
"Katsuhiko Suzuki, Nazo² Unit","985.1666666666666",6
"Masashi Hamauzu","985.1547619047619",84
"yogurtbox","985.1111111111111",9
"HertzDevil","985",3
"Megumi Ohara","985",6
"bladiator","985",3
"Trey Hodge","985",3
"missingNo","985",3
"Kohei Wada","985",3
"Wassup Thunder","985",3
"Electric Concerto","985",3
"Droidekka","985",3
"Louie Aronowitz","985",3
"Shion Himekawa","985",3
"Cyborg Jeff","984.75",4
"Draskon","984.7142857142857",7
"Shusaku Uchiyama","984.7",10
"Atsushi Kitajoh","984.6545454545454",55
"mp","984.6470588235294",17
"NESkimos","984.55",40
"Tim Yarbrough","984.5",4
"Mark Sparling","984.4285714285714",7
"Tsuyoshi Sekito","984.4166666666666",48
"ajiponn","984.4",5
"Team Teamwork","984.3684210526316",19
"Ryunocore","984.25",4
"Manami Matsumae, Mari Yamaguchi","984.25",4
"Tuberz McGee","984.2333333333333",30
"Black Cat Lounge","984.1428571428571",21
"Manuel Mora","983.9146341463414",82
"X-Hunters","983.8787878787879",33
"Elaine Li","983.8",5
"Motoaki Takenouchi","983.75",48
"Sadorf","983.6666666666666",6
"Nixdorux","983.6666666666666",6
"Andy Tunstall","983.6666666666666",6
"Kevin Riepl","983.5714285714286",7
"Darkman007","983.5",6
"Usa","983.5",6
"David Cookie","983.5",6
"DjjD","983.375",8
"Inti Creates","983.1111111111111",9
"Spencer Nilsen","983.047619047619",21
"LONELYROLLINGSTARS","982.8235294117648",17
"Masayoshi Soken, Nobuko Toda, Yoshitaka Suzuki","982.7857142857143",14
"Aki Kuroda","982.7692307692307",13
"Mak Eightman","982.7333333333333",15
"Masatomo Miyamoto, Take Shant, Shin-kun, Pazu","982.6923076923077",13
"Andrew Sega","982.6666666666666",3
"Filippo Vicarelli","982.6",15
"DusK","982.5652173913044",23
"Jesper Kyd","982.4736842105264",19
"Tokuhiko Uwabo (Bo)","982.44",25
"Junichi Nakatsuru","982.4090909090909",22
"LongBoxofChocolate","982.3333333333334",6
"James Hannigan,Andrew Sega","982.3333333333334",3
"JD Harding","982.1818181818181",11
"Atomic Harada, TOM","982.1666666666666",6
"Johan Lindgren","982.1428571428571",7
"Ziwtra","982.0526315789474",19
"London Philharmonic Orchestra","982.0093457943925",107
"Auriplane","982",4
"Mutato Muzika","982",9
"The Runaway Five","982",9
"zts","982",4
"Uhei Inoh, Takeaki Kunimoto","982",3
"AlexOgre","982",4
"Jerry Martin","982",3
"Brad Fuller","982",4
"TheToader","982",2
"MunzadetH","982",2
"Chris Porter","982",5
"Lucas Park","982",2
"Joshua Morse, Anthony Lofton","982",2
"Jormungand","982",4
"XMark","982",3
"Dean Nguyen, Justin Levine","982",2
"Michael Garrett Steele","982",4
"Videogame Orchestra","982",4
"Leitbur","982",3
"IanFitC","982",3
"Jovette Rivera, ISAO","982",2
"M Benson","982",3
"Joe Zieja","982",3
"smh","982",3
"pornophonique","982",4
"Playing with Power!","982",3
"David KBD","982",2
"FirahFabe","982",2
"Mr. Shirai","982",2
"Rabpit","982",3
"Vince Kaichan","982",4
"Daniel James Gagnon","982",2
"Flitz&Suppe","982",4
"Psalm Trees","982",4
"Revision One","982",2
"Xerol","982",2
"Michiru Oshima","982",3
"Mordra","982",3
"Hito Ookami","982",2
"AlanGee15","982",2
"Jayson Napolitano","982",2
"Dani","982",2
"Jesahm","982",2
"The Vodoú Queen, ZackParrish","982",2
"Marika Suzuki","981.9230769230769",13
"Karl Brueggemann","981.875",72
"Jakesnke17","981.875",8
"Go Sato","981.8333333333334",6
"Nazaki Inoue, Kame Hirarin","981.5",16
"HyperDuck SoundWorks","981.4888888888889",45
"Jamphibious","981.4375",16
"Stemage","981.2222222222222",9
"Tater-Tot Tunes","981.1470588235294",34
"Repliforce","981.1",40
"Calavera","981.1",10
"Level 99","980.9130434782609",23
"Ivan Hakštok","980.7916666666666",24
"Hirofumi Murasaki, Morihiko Akiyama, Masayuki Nagao","980.6666666666666",6
"Tomohiko Kira, Yasunori Mitsuda, Hidenobu Otsuki, Tomori Kudo, Hiroyo Yamanaka, Yoshitaka Hirota, Kenji Hiramatsu","980.5",4
"Nines","980.4",5
"Kazuki Yanagawa","980.3333333333334",30
"Tomoki Miyoshi","980.2666666666667",15
"Studio A'","980.2142857142857",14
"Tim Stoney","980.2",5
"Kristin Naigus, David Russell, Sebastian Wolff","980.0454545454545",22
"Barry Leitch","979.9230769230769",13
"Knife City","979.75",4
"GuitarSVD","979.75",8
"Stephen Millis","979.75",4
"Gavin Raeburn","979.75",4
"Pyro Paper Planes","979.75",4
"Sir_NutS, Usa","979.5",2
"Ryu Takami","979.4285714285714",14
"Setsuo Yamamoto, Yuko Takehara","979.4285714285714",7
"Fumito Hirata","979.4285714285714",7
"Jonne Valtonen, Kanagawa Philharmonic Orchestra, Lina Matsuda","979.3333333333334",3
"Motoi Sakuraba","979.2177215189873",395
"Mark 'TDK' Knight","979.1428571428571",14
"Men of Mega","979.1111111111111",9
"Yasuhiko Fukuda","979",6
"Yayoi Wachi","979",3
"Syunsuke Takizawa","979",3
"ARM","979",3
"Jer Roque","979",6
"Rabbit J","979",3
"Yosuke Kinoshita, Kosuke Mizukami, Shin-ichiro Nakamura","978.8235294117648",17
"MONACA","978.7272727272727",11
"Saitama Saisyu Heiki","978.6428571428571",42
"Little V","978.5833333333334",12
"Visa Röster","978.5625",16
"Go Shiina","978.525",80
"timaeus222","978.5",40
"Takeaki Kunimoto","978.5",8
"William Ascenzo","978.4",5
"Joshua Mosley","978.4",5
"elmobo","978.3703703703703",54
"Kenji Ito","978.3396226415094",106
"Shigeki Hayashi","978.1826086956522",115
"Joshua Taipale","978.1428571428571",7
"Kojiro Mikusa, Masayuki Nagao","978.0909090909091",11
"vail","978",2
"Olivier Deriviere, Yuzo Koshiro","978",2
"Harumi Ueko","978",2
"Yoshiji Yokoyama, Takashi Tateishi","977.8888888888889",9
"Jivemaster","977.75",16
"Hyd Lunch","977.6666666666666",6
"ellywu2","977.5",12
"Allister Brimble, Anthony Putson","977.5",14
"MasterGi","977.5",2
"Boy Without Batteries","977.5",2
"JSABlixer","977.5",2
"Temp Sound Solutions","977.5",8
"Jim Crawford","977.5",4
"Ethan Rex","977.5",2
"Lyn, Yumi Kawamura, Shihoko Hirata","977.5",2
"mikeblastdude","977.5",4
"Monomer","977.5",2
"Ekaj","977.5",2
"Toshiharu Okajima, Falcom Sound Team jdk","977.5",2
"Dr.RD, G.K","977.5",6
"Toshiki Hayashi (%C)","977.5",2
"XenoCross","977.5",2
"Masha Lepire","977.5",2
"Jorito, Earth Kid, GuitarSVD","977.5",2
"Croix Baker","977.5",2
"Stephen Froeber","977.5",2
"jizue","977.5",2
"Bitonal Landscape","977.5",2
"Danilo Ciaffi, Chromatic Apparatus, Gamer of the Winds, KestrelGirl, Psamathes, RichGC","977.5",2
"DarkSim","977.4444444444445",9
"Yuka Tsujiyoko, Yoshito Hirano","977.4285714285714",14
"Martin Galway","977.4",5
"Jun Senoue","977.3166666666667",60
"metaphist","977.1666666666666",6
"Ryu Umemoto","977.1481481481482",27
"Hiroki Hashimoto, Hiroyuki Kawada, Eriko Sakurai, Yoshinori Hirai, Takafumi Sato, Mitsuhiro Kitadani, Yu Sugimoto","977",9
"Kenichi Matsubara, Yasuhiko Manno, Tomoya Tomita","977",7
"David L. Puga","976.9375",16
"Norio Hanzawa","976.9285714285714",14
"Chris Hülsbeck, Fabian Del Priore","976.8571428571429",7
"Sivak","976.8333333333334",24
"BlackPanther","976.75",4
"Gunderslam","976.6",5
"OverCoat","976.6",5
"Kevin Penkin","976.6",5
"Shogo Sakai, Takafumi Miura, Yuji Suzuki, Yusuke Takahama","976.3636363636364",11
"Argitoth","976.3333333333334",3
"Basiscape","976.2857142857143",14
"T. Sumiyama, N. Nakazato","976.25",8
"Dale North, Ailsean","976",3
"Hinkuto","976",6
"Nobuyuki Shioda","976",3
"Taro Kudou","975.8571428571429",7
"Kinuyo Yamashita","975.8225806451613",62
"Random Battles","975.7142857142857",7
"Tony Williams","975.5714285714286",7
"Pokémon Reorchestrated","975.5",4
"Ruzarin Kashiwagi","975.25",4
"Masashi Chizawa","975.25",4
"Pot Hocket","975.25",8
"Phonetic Hero","975.2105263157895",19
"Kyle Gabler","975.1764705882352",17
"Masanori Akita, Akihiro Honda, Shuichi Kobori, Nobuko Toda, Yuichi Tsuchiya","974.9",10
"Keigo Hoashi","974.8571428571429",14
"Kazuhiro Hara, Nobuhito Tanahashi","974.8",5
"hally","974.8",5
"Bandai","974.8",5
"Toru Minegishi, Manaka Tominaga, Shiho Fujii","974.8",5
"Jun Irie, Katsuhiko Suzuki","974.8",5
"Colis Postal","974.7272727272727",11
"Eiswuxe","974.6666666666666",6
"Luna Umegaki","974.5833333333334",12
"GlacialSpoon","974.125",8
"Dan Hess","974.0909090909091",11
"Naofumi Hataya","973.9024390243902",41
"Rush Coil","973.8947368421053",19
"Arceace","973.6666666666666",6
"Hiroshi Okubo","973.6",15
"Satoshi Kadokura, Shogo Sakai, Masaaki Iwasaki, Takafumi Miura","973.5333333333333",15
"Keisuke Oku","973.5294117647059",17
"M-H","973.5263157894736",19
"Wizet","973.5",18
"Tarnya","973.4",5
"Bear McCreary","973.3333333333334",3
"Capcom, Masahiro Aoki","973.3333333333334",3
