id,album,artist,title,rating,Current score
25402,"Interstate '76","Arion Salazar","The T'aint",3.9777777,1018
25430,"Super Paper Mario","Naoko Mitome, Chika Sekigawa","The Open Plane [The Bitlands]",4.240816,1018
25440,"Sakura Taisen GB - Geki! Hanagumi Nyuutai!","Kohei Tanaka","Tango of Immutable Fate",3.68,1018
25442,"Sakura Taisen GB - Geki! Hanagumi Nyuutai!","Kohei Tanaka","Imperial Capital Theme",3.9916666,1018
25447,"Sakura Taisen GB - Geki! Hanagumi Nyuutai!","Kohei Tanaka","Let's Go by Metro",3.5586207,1018
25452,"Sakura Taisen GB - Geki! Hanagumi Nyuutai!","Kohei Tanaka","Move Out! Imperial Floral Assault Group Theme",3.7142856,1018
25453,"Sesame Street ABC","David Wise","Title Theme",3.2063491,1018
25461,"THE BEATS OF STREETS","Thiago Adamo A.K.A PXLDJ","go straight",3.7,1018
25468,"Through Time & Space","Video Games Live","The Enlightened One",4.657971,1018
25502,"SEGAROCK VOL.01","SEGAROCKS","Origin ~Awaken~ _Arcade Game - From Gain Ground _In Game BGM",4.0540543,1018
25519,"Metroid Prime","Emunator, Ergosonic","Sub-Zero",4.4857144,1018
25524,"Super Mario RPG: Legend of the Seven Stars","Thomas B. Yee","Adagio pour Mallow",4.0088887,1018
25528,"Final Fantasy VII","Tetrimino","G-R-O-O-V-E of a God",,1018
25562,"Mario Kart 8","Atsuko Asahi","Mute City Goal Results",,1018
25601,"Paper Mario: Sticker Star","Masanobu Matsunaga, Saki Kurata, Shoh Murakami, Yoshito Sekigawa, Yasuhisa Baba, Hiroki Morishita, Masanori Adachi, Kiyoshi Hazemoto, Tomoko Sano, Kosei Muraki, Hiroaki Hanaoka, Yasumasa Yamada","Megasparkle Goomba's Brilliant Battle",3.8857143,1018
25608,"Hello World: Adventures in Mushroomland","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Cocoa Wasteland Map",3.5,1018
25609,"Hello World: Adventures in Mushroomland","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Quick on Your Feet! (Athletic)",3.4583333,1018
25620,"Hello World: Journey to Dino Island","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","To the Top of Mount Eek (Map 2)",3.6434782,1018
25622,"Hello World: Journey to Dino Island","Super Marcato Bros., Karl Brueggemann, Will Brueggemann, Marty Brueggemann","Happily Ever After",3.3,1018
"25631","Invalid song","Invalid song","Invalid song",,1018
25654,"Puyo Puyo!! 20th Anniversary","Hideki Abe","The Untrained Demon King Ultimate Legend",3.8592594,1018
25660,"Shin Megami Tensei: Devil Children Red/Black Book","Tomoyuki Hamada, Hiro Takahashi, Achilles C. Damigos","Reality Theme (Black Book)",3.5375,1018
25673,"Lagrange Point","Konami Kukeiha Club","Searching for the Promise Land (Arrange)",3.86875,1018
25676,"Shin Megami Tensei II","Andy Vinter","Club World",4.075472,1018
25683,"3D Pinball: Space Cadet","Sir Jordanius","Inter5tellar 5a5uke 5ever",2.82,1018
25686,"Black Mesa","Joel Neilsen","End Credits Part 1",4.152381,1018
25700,"Toukiden","Hideki Sakamoto","Heroic Charge",4.008333,1018
25721,"Crypt of the NecroDancer","FamilyJules7x","Breath Before the Chaos (Lobby Remix)",,1018
25725,"Crypt of the NecroDancer","Danny Baranowsky","Rhythmortis (Lobby)",4.2774196,1018
25726,"Crypt of the NecroDancer","FamilyJules7x","Scorched Volcanic (3-1 Hot Remix)",4.1282053,1018
2574,"Star Ocean: Till the End of Time","Motoi Sakuraba","Rust Color",4.0051284,1018
2575,"Star Ocean: Till the End of Time","Motoi Sakuraba","Mission to the Deep Space",4.3387756,1018
25759,"Amiga Days - Volume 2","elmobo","Connected",4.253846,1018
25771,"Amiga Days","elmobo","Let there be Funk",4.272,1018
25795,"Dragon Quest Monsters II Synthesizer Suite","Koichi Sugiyama","Enjoyable Encounter",3.6965518,1018
258,"Split/Second","Steve Emney","Hurdle - Down",3.9652174,1018
2581,"Star Ocean: Till the End of Time","Motoi Sakuraba","So Alone, Be Sorrow - Rhythm Ver.",4.2761903,1018
25818,"Progenitor Star","Cityfires","Dreamkiller",4.112,1018
25821,"Progenitor Star","Cityfires","Color Crasher",4.07,1018
25825,"Infinity","Shirobon","Hack The Mainframe",3.7741935,1018
25828,"big wh00p","n00bstar","wanderer",3.9407408,1018
25831,"big wh00p","n00bstar","legendary",3.9266667,1018
25832,"big wh00p","n00bstar","escape pod",3.9266667,1018
25851,"Daydreams and Dragon Kings","Soleviio","Beer Pong with Dracula",3.4965518,1018
25854,"Daydreams and Dragon Kings","Soleviio","Stargazer",3.98,1018
2586,"Star Ocean: Till the End of Time","Motoi Sakuraba","Brass Wings (Another Ver.)",,1018
25864,"Porter","Men of Mega","Jason Newsted Where You At?",3.4782608,1018
25866,"Porter","Men of Mega","Vanilla",3.7818182,1018
25883,"Ys 6 - The Return","Atsushi Fukai","Olha",3.735294,1018
25888,"Final Fantasy II: Rebellion","Tuberz McGee","Personification of Evil",2.5243244,1018
25894,"Final Fantasy II: Rebellion","Brandon Strader","Rebirth",3.323077,1018
25905,"Castlevania","Nostalvania","Fleaman's Groove",4.3636365,1018
25916,"Perfect Selection Gradius","Katsuhiko Suzuki, Jun Irie","Sand Storm [Gradius III]",4.117647,1018
25920,"ROCKMAN Kai Arrange","sham","Power of the Unknown ~Eight Power of Rock!~",3.6083333,1018
25925,"Mega Man 4","Sir_NutS","Chipped Bone",,1018
25938,"CEO 2015: Champion","DarkeSword","Kuro Yuki",4.0102563,1018
25943,"7th Dragon","Yuzo Koshiro","Battlefield - Roar, Veteran Soldiers!",3.7583334,1018
25945,"7th Dragon","Yuzo Koshiro","The Tale Ended!",4.010526,1018
25954,"Runabout 2","Mikio Masuzawa","Blow Mind (Castle Gate City)",3.268,1018
2596,"Star Ocean: The Second Story","Motoi Sakuraba","KA.MI.KA.ZE",3.9565217,1018
25980,"NieR Gestalt & Replicant: Jazz Arrange Version, Vol. 2","Sean Schafianski","Penumbra (Shadowlord)",3.7052631,1018
25984,"Phantasy Star Series 25th Anniversary Concert Sympathy 2013","Tokyo Philharmonic Orchestra","Save This World - Orchestra Version",4.1032257,1018
25988,"Phantasy Star Series 25th Anniversary Concert Sympathy 2013","Tokyo Philharmonic Orchestra","Phantasy Star Online OPENING THEME ~The whole new world~",4.25,1018
2600,"Star Ocean: The Second Story","Motoi Sakuraba","Pyroxene",3.8761904,1018
26039,"Immune to Silence","The Returners VGM","The Master Sword Awaits (The Legend of Zelda: A Link to the Past)",,1018
26041,"Pink Sells...","Kirby's Dream Band","Fire Emblem",4.225,1018
26053,"Eschatos OST N163 Arrangement Project","+tek","Triumphal March",3.9333334,1018
26076,"Kirby's Dream Land 3","Jorito","Dreamin' of Them Funky Ripples!",4.1298246,1018
26087,"Fragile Dreams ~Farewell Ruins of the Moon~","Riei Saito","To All People",4.0081635,1018
26111,"Versus Video Games 3","Daniel Tidwell","Terra's Theme (Final Fantasy VI)",4.1863637,1018
26114,"Versus Video Games 3","Daniel Tidwell","Corneria (Star Fox)",4.6,1018
26126,"Versus Video Games 3","Daniel Tidwell","Boss Theme (Castle of Illusion Starring Mickey Mouse)",,1018
26128,"Versus Video Games 3","Daniel Tidwell","Those Who Fight Further (Final Fantasy VII)",,1018
26133,"The Power to Destroy Everything","Codename Trigger Thumb","As Strange As This May Sound (Earthbound Eight Melodies)",4.057778,1018
26157,"Synths of Rage","Console Crusaders","SurgeryHead - 'Never Return Alive' (SOR 2)",,1018
26162,"Synth Fighters","Console Crusaders","The Warhorse - 'Vega'",3.23125,1018
26166,"Synth Fighters","Console Crusaders","Beatbox Machinery - 'Bonus Stage'",3.4206896,1018
26169,"Synth Fighters","Console Crusaders","Alpharisc - 'Ken'",4.2108107,1018
26175,"Synth Fighters","Console Crusaders","Altwave - 'Chun-Li'",3.9030304,1018
2619,"Splatterhouse 2","Milky Eiko","Unholy Crystal Boss",4.051282,1018
26190,"Fate's Delusion","Knight of the Round","Radiant Purgatory (FFVII - Gold Saucer)",3.04,1018
26202,"Edge of Despair","X-Hunters","Sewer Interlude",4.1027026,1018
26219,"Ganbare Goemon 2: Kiteretsu Shougun Magginesu","Kazuhiko Uehara, Tomoya Tomita, Nobuyuki Akena","Fish Lake",,1018
26227,"Tokyo Mono Hara Shi Karasu no Mori Gakuen Kitan Gakusou","Atsushi Kitajoh","Come on! HERO!",4.1272726,1018
26236,"Double Dragon II: The Revenge","Kazuhiro Hara, Nobuhito Tanahashi","Escape to the Forest (Mission 5)",3.7789474,1018
26246,"MADE in Saitama","Saitama Saisyu Heiki","Final Fantasy2 ~ Rebel Army Theme",,1018
2625,"Katamari Damacy","Akitaka Tohyama, Kenji Ninuma","The Moon and the Prince",3.7418804,1018
2626,"Katamari Damacy","Yoshihito Yano, Saki Kabata","LONELY ROLLING STAR",4.6486487,1018
26271,"The Legend of Zelda: Ocarina of Time","Nostalvania","Storm Force Seven",4.165,1018
26280,"Falcom Field Zanmai","Falcom Sound Team jdk","Field (Dragon Slayer)",4.136585,1018
26283,"Falcom Field Zanmai","Falcom Sound Team jdk","QUATERA WOODS (Ys: The Ark of Naphishtim)",3.86,1018
26287,"Final Fantasy IX: Worlds Apart","Archangel","Through Sun-drenched Skies",4.1363635,1018
26288,"Final Fantasy IX: Worlds Apart","Cyril the Wolf, Fishy","Exploda",4.274419,1018
26291,"Final Fantasy IX: Worlds Apart","XPRTNovice","Miles and Miles Away",3.405,1018
263,"BigBot Audio Drop","SGX","And All That Between (Austin Killey Remix)",4.1448274,1018
26307,"Final Fantasy IX: Worlds Apart","Verdegrand","In the Hall of the Gangster King",,1018
2631,"Super Panda Adventures","James Dean","Panda Map World",4.008,1018
26313,"Final Fantasy IX: Worlds Apart","Archangel","Ambitious Whispers, Immoral Chants",3.685,1018
26317,"Final Fantasy IX: Worlds Apart","Abadoss, AndyP, Fishy","The Knight of Woeful Sorrow",3.8,1018
26321,"Final Fantasy IX: Worlds Apart","Archangel","Crystalline Tempest",,1018
26332,"Final Fantasy IX: Worlds Apart","Fishy, Ludiotic","Zero World",,1018
26335,"Final Fantasy IX: Worlds Apart","djpretzel","Four Score and Six-Eight",3.9085715,1018
2637,"Super Panda Adventures","James Dean","Giant Tree",3.974359,1018
26373,"NieR Gestalt & Replicant Piano Collections","Kumi Tanioka","Hills of Radiant Wind",4.357576,1018
26377,"Donkey Kong Country 2: Diddy's Kong Quest","Neurophonic","Forest Glade",4.424,1018
26380,"The Legend of Zelda: Twilight Princess","The_Wizard_Lakmir","The Other Side",3.912,1018
26390,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Via Purifico",4.0571427,1018
26393,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","A Fleeting Dream",4.5285716,1018
26396,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Auron's Theme",4.110526,1018
26400,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Patricide",,1018
26402,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Calm Before The Storm",4.4695654,1018
26405,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Song of Prayer",3.7870967,1018
26406,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Yuna's Decision",,1018
26408,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","The Trials",,1018
26410,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Ridess the Shoopuf?",,1018
26411,"A Fleeting Dream: A Melancholy Tribute to Final Fantasy X (Overdrive Edition)","TPR","Yuna's Theme",,1018
2645,"Izuna","Keisuke Oku","Zekuu Path (Deep Levels)",4.06875,1018
26464,"Vampire Variations: Volume III","Slimy","Dracula's Secretaries",3.2470589,1018
26475,"Vampire Variations: Volume III","Audio Sprite","Stairway to Perdition",,1018
26477,"Vampire Variations: Volume III","timaeus222","The Harbinger of Death",3.7658536,1018
26483,"Undertale","Toby Fox","Bonetrousle",4.4393444,1018
26488,"Undertale","Toby Fox","Asgore",4.617284,1018
26512,"Undertale","Toby Fox","Battle Against a True Hero",4.7818184,1018
26514,"Chrono Cross","Sibling","Passing Through History",3.1085715,1018
26551,"Another Day in Dream Land","Karl Brueggemann","Frozen Summit 1",3.8190477,1018
2656,"Izuna 2","Keisuke Oku","Kannagi Mountain",3.9657142,1018
26565,"The Black Box","aivi, surasshu","Shapeshifter",,1018
26573,"Mystery Gift: An Original Pokémon Tribute","Ben Briggs","Mystery Gift Radio!",3.6636364,1018
26576,"Mystery Gift: An Original Pokémon Tribute","Ben Briggs","Chrome City",4.008333,1018
26579,"Mystery Gift: An Original Pokémon Tribute","Ben Briggs","Dewdrop Jungle",3.8384616,1018
26583,"Chozo Legacy","bLiNd","Samus Shuffle",4.0578947,1018
26587,"Chozo Legacy","bLiNd","Jade Catacombs",4.4103446,1018
26616,"FZ: Side Z","aivi, surasshu","Come Back",3.6875,1018
26641,"Snake Man vs The World","Ben Briggs","Bubble Man's Requiem (Revenge of Zombie Bubble Man)",3.752174,1018
26668,"Daniel White (Singles)","Daniel White (danooct1)","Undertale - Dummy!",4.196296,1018
26670,"Daniel White (Singles)","Daniel White (danooct1)","Splatoon - Splattack!",4.1789474,1018
26680,"Sonic Traces","freezedream","Happy Sixty Four",3.36,1018
26681,"Sonic Traces","freezedream","Lullaby",3.8592594,1018
26687,"Okami Retro Version","Professor Sakamoto","The Sun Rises (Professor Sakamoto Retro Version)",4.5916667,1018
26696,"Super Cartography Bros.","Desert Catz","Greedbuilt",,1018
26706,"Super Cartography Bros.","EAR","Heatrave",3.6235294,1018
26718,"Super Cartography Bros.","RoBKTA","Eet's a Nu World",,1018
26736,"EtlanZ Best Collection Series Vol. 16 Ever Green ~Tapestry of Mana and Time~","EXCELSIA","Outskirts of Time",4.9,1018
26738,"Okami Piano Arrange","Mika Matsuura","Kaguya's Departure",3.3586206,1018
26739,"Okami Piano Arrange","Mika Matsuura","Theme of the Celestials",3.7757576,1018
26744,"Okami Piano Arrange","Mika Matsuura","The Continuing Journey",3.9214287,1018
26747,"Heart of a Gamer: A Tribute to Satoru Iwata","timaeus222","Sky-High Rollers",4.2,1018
2675,"Socket","Yasuyuki Hamada, Shigenori Masuko, Youko Suzuki, Fumito Tamayama","Special Zone 3 (Castle)",3.8,1018
26781,"Granblue Fantasy","Nobuo Uematsu","Evergreen Wind",4.480488,1018
26783,"Granblue Fantasy","Tsutomu Narita","Battle 3",4.5068965,1018
26790,"Lunar Knights","Masanori Akita, Akihiro Honda, Shuichi Kobori, Nobuko Toda, Yuichi Tsuchiya","East of the Sun...",3.6785715,1018
26794,"Lunar Knights","Masanori Akita, Akihiro Honda, Shuichi Kobori, Nobuko Toda, Yuichi Tsuchiya","Wi-Fi Talk",4.082353,1018
"26796","Invalid song","Invalid song","Invalid song",,1018
26819,"Bravely Default: Linked Horizon","Linked Horizon","Baby Bird [Vocalized Version]",3.9527273,1018
26823,"Itadaki Street 2","Kyohei Tsutsumi","Pariah Dancing",3.6,1018
26831,"Mega Man 4","DR.WELI","Flight of Rock",4.1581397,1018
26842,"Launch","Vic Viper","Contra - Jungle",,1018
26848,"Launch","Vic Viper","Final Fantasy VI - The Decisive Battle (Bonus Track)",,1018
26856,"Live at Grillby's","insaneintherainmusic","Turnabout Skeleton Brothers (Dating Start!)",4.431579,1018
26874,"Pokémon X/Y","Junichi Masuda, Shota Kageyama","Battle! (Wild Pokémon)",4.0333333,1018
26876,"Pokémon X/Y","Shota Kageyama","Bicycle",4.187234,1018
26880,"Pokémon X/Y","Minako Adachi","Dendemille Town",4.170588,1018
26885,"Pokémon X/Y","Shota Kageyama","Professor Sycamore's Theme",3.8190477,1018
26886,"Pokémon X/Y","Shota Kageyama","Route 15",4.0341463,1018
26887,"Pokémon X/Y","Shota Kageyama","Route 18",,1018
26893,"Pokémon X/Y","Shota Kageyama","Vaniville Town",3.8909092,1018
26916,"8 Eyes","Kenzou Kumei","India Castle",,1018
26947,"Chronicles of Time","Careless","Untold",,1018
2695,"The Incredible Machine","Christopher Stevens, Tim Clarke","Tuna Loaf",3.9022222,1018
26951,"Chronicles of Time","Yes‚ Mayhem","Where The Monsters Hide",4.096,1018
"26952","Invalid song","Invalid song","Invalid song",,1018
26954,"Chronicles of Time","Claude D.","Frog's Theme",4.537778,1018
26961,"Chronicles of Time","Demonstray, Adam Henry, Thad Stevens, Grant Henry, Jer Roque","With Zeal In Their Eyes",,1018
26962,"Chronicles of Time","Super Guitar Bros., The World Is Square","The Gaylord Millennial Festival",4.656,1018
26964,"Chronicles of Time","Yes‚ Mayhem","Chro-NO You Di'int",,1018
26965,"Chronicles of Time","Cory Johnson","Secret of the Forest",3.768421,1018
26966,"Chronicles of Time","CarboHydroM","No Adventure Without You",4.616667,1018
26968,"Chronicles of Time","AriesT","Go Gentle Into The Night",,1018
26976,"Chronicles of Time","Isaac Villareal","Memories Past",,1018
26983,"Chronicles of Time","Eight Bit Disaster","Hotel Tyrano",,1018
26989,"Chronicles of Time","Derris-Kharlan","Eons II",4.7627907,1018
27003,"Chronicles of Time","Descendants of Erdrick","...Injustice For All",,1018
27004,"Chronicles of Time","Stemage","Sunny With 100% Chance Of Balloons",3.837037,1018
27013,"Bomberman Max","Hudson Soft","World 2: Secret Star",3.6965518,1018
27015,"Bomberman Max","Hudson Soft","Pitch Menu Select",3.7407408,1018
27017,"Bomberman Max","Hudson Soft","Unknown Song 3",4.0540543,1018
27025,"BadAss: Boss Themes: Volume III","Sbeast","Zeromus Sum Game",4.232653,1018
27041,"BadAss: Boss Themes: Volume III","Lashmush","Seed of Perdition",4.03,1018
27048,"Harry Potter and the Chamber of Secrets","Ian Stocker","Gringott's Dungeons",,1018
27058,"Harry Potter and the Chamber of Secrets","Ian Stocker","Battle Theme 4",3.362963,1018
27062,"Harry Potter and the Chamber of Secrets","Ian Stocker","Gringott's Main Lobby",3.3461537,1018
2708,"Growlanser VI: Precarious World","Kenichi Tsuchiya, Eisuke Seki, Atsushi Kitajoh","Kingdom of Hingistan War Theme",3.8666666,1018
27100,"The Legend of Zelda: A Link Between Worlds","Ryo Nagamatsu, Koji Kondo, Akito Nakatsuka","StreetPass Battle Theme",4.470588,1018
27101,"The Legend of Zelda: A Link Between Worlds","Ryo Nagamatsu, Koji Kondo, Akito Nakatsuka","The Lost Woods",4.454167,1018
"27107","Invalid song","Invalid song","Invalid song",,1018
27109,"Skyborn","Phil Hamilton","Eternal Bond (Bonus Track)",4.1125,1018
27159,"House set of \"Imperishable Night\"","Black Cat Lounge","Nostalgic Blood of the East",,1018
27162,"House set of \"Imperishable Night\"","Black Cat Lounge","Plain Asia (Yoshiki-Narutaki Remix)",3.8296297,1018
27167,"Super Metroid","Cyril the Wolf","Dancing in the Jungle",,1018
27170,"Shovel Knight - Plague of Shadows","Jake Kaufman (virt)","Waltz for One",3.8526316,1018
27182,"Lizard","Brad Smith","Roots",3.7310345,1018
27226,"Protractor ~Saturnian Go Home~","otokaz","Justice, the Journey",3.9666667,1018
27232,"Sea-Cat Walkway - Mother Arrange+Original Album","arc","Sea-Cat Walkway [Boy Meets Girl]",3.5432432,1018
27245,"Final Fantasy XI Piano Collections","Ayumi Iga","Whispers of the Gods",3.45,1018
27253,"Final Fantasy XI Piano Collections","Kasumi Oga","The Cosmic Wheel",,1018
27258,"To Far Away Times Chrono Trigger Chrono Cross Arrangement Album","Koko Komine","Time's Scar",4.3535714,1018
27259,"To Far Away Times Chrono Trigger Chrono Cross Arrangement Album","Sarah Àlainn","RADICAL DREAMERS",,1018
27266,"Bad Piggies","OC/DC","Rise of the Piggies",3.8852458,1018
27267,"Metroid Prime","Manji","Prime Directive",3.305263,1018
27294,"Hack 'n' Slash","Paul O'Rourke, Brian Correia","Wizard Tower Level 1",4.2645164,1018
273,"Breath of Fire III","Akari Kaida, Yoshino Aoki","No Choice ~Dragon Lord~",3.4565217,1018
27315,"SanctuaryRPG","Rafael Langoni Smith","The Grasslands, Part 2",3.5548387,1018
27328,"Final Fantasy V: The Fabled Warriors ~II. WATER~","Brandon Strader","Eternal",3.8978724,1018
27332,"Xenoblade Chronicles X","Hiroyuki Sawano","Boukyaku Keikoku",4.4583335,1018
27342,"Xenoblade Chronicles X","Hiroyuki Sawano, Rie, Cyua","Wir fliegen",3.9373493,1018
27360,"Yoshi's Woolly World","Tomoya Tomita, Misaki Asada","Scarf-Roll Scamper",4.13,1018
27382,"Evoland","Camille Schoell","Battle [HD]",3.8291667,1018
27385,"Power Stone","Tetsuya Shibata","Day of the Manches",4.148,1018
27392,"Power Stone","Tetsuya Shibata","Mahdad Stage",,1018
27405,"I Am Setsuna","Tomoki Miyoshi","Path of Redemption",4.095652,1018
27412,"I Am Setsuna","Tomoki Miyoshi","A Fantastic Voyage",4.0157895,1018
27418,"Lunaria","Danimal Cannon","Interlude",3.2,1018
27427,"CHIPFUNK","PROTO·DOME","WINGROOVIN.MID",3.528,1018
27457,"Dragon Quest IV Symphonic","London Philharmonic Orchestra","Ending (IV)",3.64375,1018
27475,"Dragon Quest IV Symphonic","London Philharmonic Orchestra","In a Town (IV)",4.081818,1018
27486,"Dragon Quest VII Symphonic","London Philharmonic Orchestra","Heavenly Village (VII)",4.075862,1018
27516,"Dragon Quest Wind Ensemble Part I","Tokyo Metropolitan Wind Ensemble","Endless World",4.3913045,1018
27517,"Dragon Quest Wind Ensemble Part I","Tokyo Metropolitan Wind Ensemble","Chateau Ladutorm",4.5268292,1018
27524,"Final Fantasy XIV: A Realm Reborn","Masayoshi Soken, Nobuko Toda, Yoshitaka Suzuki","A World Apart",4.381132,1018
27537,"Final Fantasy XIV: A Realm Reborn","Masayoshi Soken, Nobuko Toda, Yoshitaka Suzuki","Return of the Hero",4.0153847,1018
"27551","Invalid song","Invalid song","Invalid song",,1018
27554,"Etrian Odyssey II Untold: The Fafnir Knight","Yuzo Koshiro","Labyrinth V - Heavens' Rock Seat",4.352941,1018
27561,"Bravely Second: End Layer","ryo","Battle of Oblivion",,1018
27562,"Bravely Second: End Layer","ryo","Bravely Second Main Theme",4.2352943,1018
27569,"Bravely Second: End Layer","ryo","The Adventure Begins",3.9294116,1018
27578,"Super Mario 64","Chimpazilla, Emunator","Ripples of Hope",4.689855,1018
27594,"Club Kong","halc","Monkey And Machine",4.152,1018
27609,"Smooth McGroove Remixed","Grimecraft","Stickerbush Symphony (Donkey Kong Country Remix)",3.12,1018
27618,"Smooth McGroove Remixed","Chjolo","One Who Bares Fangs at God (Xenogears Remix)",3.5916667,1018
27625,"A Tribute to SHATTERHAND","MunzadetH","Boss Battle",3.4740741,1018
27633,"Gametunes","Chris Holland","Soul Calibur II - Link's Theme",4.013793,1018
27637,"Gametunes","Chris Holland","Chrono Trigger - Main Theme",4.6074076,1018
27643,"Apex 2016: I Got Next","ladyWildfire","SMASHDANCE",3.877193,1018
27645,"Apex 2016: I Got Next","Chernabogue, Tuberz McGee, Furilas","You Only Live to Smash",3.6666667,1018
27648,"Super Mario 64","tomz0rs","Dire Dire Docks (tomz0rs)",4.186207,1018
2765,"Bushido Blade 2","Ryuji Sasai","Time to",3.6833334,1018
27651,"Super Mario 64","Star Mario","Mario's winged cap",,1018
27652,"Super Mario 64","Usa","Aquatic Harmony",4.388889,1018
27656,"Super Mario 64","JustChris","Bowser's Dark Dominion",,1018
27675,"Nintendo 64 20th Anniversary - Unofficial Compilation","Python Blue","Perfect Dark 64 - DataDyne Central - Investigation",3.517647,1018
277,"Breath of Fire III","Akari Kaida, Yoshino Aoki","Pure Again ~Staff Roll~",4.0575,1018
27733,"Shūten","8bitmatt","Mizuchi",3.5833333,1018
27755,"Professor Layton vs. Phoenix Wright: Ace Attorney","Tomohito Nishiura, Yumiko Hashizume","About Town ~VS Arrange ver.",3.9421053,1018
27756,"Professor Layton vs. Phoenix Wright: Ace Attorney","Tomohito Nishiura, Norihito Sumitomo, Layton Grand Caravan Orchestra","DENOUEMENT",3.8266666,1018
27759,"Professor Layton vs. Phoenix Wright: Ace Attorney","Yasumasa Kitagawa","Jeeken Barnrod ~Labyrinth Knight",4.0064516,1018
27767,"Professor Layton vs. Phoenix Wright: Ace Attorney","Tomohito Nishiura, Yumiko Hashizume","Reunion",3.9066668,1018
27771,"Professor Layton vs. Phoenix Wright: Ace Attorney","Tomohito Nishiura, Yumiko Hashizume","The Lost Forest ~VS Arrange ver.",4.0615387,1018
"2779","Invalid song","Invalid song","Invalid song",,1018
27816,"Sonic the Hedgehog: Triple Trouble","Yayoi Wachi","Nack the Weasel",3.192,1018
27821,"Tenjin Kaisen 2: Yomihon Yumegoyomi","Yusuke Takahama","Event Scene 3 (Invasion) / Staff Roll",3.716129,1018
2785,"Final Fantasy VI","Nobuo Uematsu","Relm",,1018
27853,"After Burner (SMS)","Juan Medrano","On Wings of Steel",4.2493825,1018
2787,"Final Fantasy VI","Nobuo Uematsu","Opening Theme (Orchestral)",4.807207,1018
27888,"KRUNCH","Dirk Rugged","ESCAPE",3.976923,1018
27889,"KRUNCH","Dirk Rugged","KRUNCH",3.4375,1018
279,"Breath of Fire III","Akari Kaida, Yoshino Aoki","Turning Point",4.144,1018
2790,"Final Fantasy VI","Nobuo Uematsu","Last Dungeon",,1018
27908,"Secret of Mana","Kylok","Thick Jams",4.2954545,1018
27909,"Super Smash Bros. for 3DS / Wii U","Shohei Tsuchiya","Animal Crossing - Kapp'n's Song",3.0821428,1018
27910,"Super Smash Bros. for 3DS / Wii U","Kumi Tanioka","Animal Crossing - Plaza & Title",4.048485,1018
27923,"Super Smash Bros. for 3DS / Wii U","Atsuko Asahi","Mario - Cloudtop Cruise",4.694737,1018
2793,"Final Fantasy VI","Nobuo Uematsu","Tina",5,1018
2794,"Final Fantasy VI","Nobuo Uematsu","Blackjack",,1018
27942,"Super Smash Bros. for 3DS / Wii U","Kohta Takahashi","Metroid - Title (Metroid)",4.490909,1018
27946,"Super Smash Bros. for 3DS / Wii U","Yoshihito Yano","Nintendo - Balloon Fight Medley",3.985,1018
27953,"Super Smash Bros. for 3DS / Wii U","Motoi Sakuraba","Nintendo - The valedictory elegy",4.2933335,1018
27957,"Super Smash Bros. for 3DS / Wii U","Kazumi Totaka","Nintendo - Wii Sports Resort Ver. 2",,1018
27959,"Super Smash Bros. for 3DS / Wii U","Hirokazu Tanaka","Pac-Man - PAC-MAN (Club-Mix)",3.5722222,1018
"27960","Invalid song","Invalid song","Invalid song",,1018
27969,"Super Smash Bros. for 3DS / Wii U","Junichi Nakatsuru","Smash Bros. - Final Destination Ver. 2",4.3942857,1018
27982,"Super Smash Bros. for 3DS / Wii U","Hideki Sakamoto","Zelda - Main Theme / Underworld Theme",4.822222,1018
27998,"Super Star Soldier","Nozomu Nakahashi, Keita Hoshi","Trounce Parade",3.9714286,1018
280,"Breath of Fire III","Akari Kaida, Yoshino Aoki","Vindictive",3.4166667,1018
2801,"Final Fantasy VI","Nobuo Uematsu","The Day After",4.55,1018
28011,"Okami Lounge Version","Fumihisa Tanaka","Okikurmi the Hero",3.9794872,1018
28028,"Legend of Grimrock 2","Scoring Helsinki","Hymn for Nex",3.8102565,1018
28031,"Miku Hatsune -Project DIVA- F","doriko, Miku Hatsune","Cat Food",,1018
28043,"Trials Fusion","Petri Alanko","Bouncer",4.147826,1018
28048,"Trials Fusion","Petri Alanko","Falling Once More",4,1018
28063,"Sonic Colors","Faseeh","Misty Night",4.3084745,1018
28080,"Samurai Shodown","Fumito Tamayama","Charlotte's Theme",3.376,1018
